URL,会社名,会社URL,売上,従業員数,会社情報
https://biz-maps.com/item/WQ18Gr0gY7,合同会社Ｅ‐ＮＡＶＩ,http://e-navi.co.jp/,-,-,"基本情報
住所 〒 160-0023
東京都新宿区西新宿3丁目3番13号西新宿水間ビル2F
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 栗原健太
URL http://e-navi.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3eYP73RkZE,株式会社ｈｉｓｔｏｉｒｅ,https://histoire.space/,-,-,"基本情報
住所 〒 160-0021
東京都新宿区歌舞伎町1丁目12 タテハナビル2F
設立年度 2024/7
資本金等 -
代表者 -
URL https://histoire.space/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/v91JVGkm1K,株式会社Ｔｏｎｅ　Ｂａｓｅ,https://www.tonebasejp.com/,-,-,"基本情報
住所 〒 153-0043
東京都目黒区東山3丁目1-19メゾン池尻大橋403
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 鶴林嵩己
URL https://www.tonebasejp.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3bZ9g90J15,グローバルオアシス株式会社,https://globaloasis.jp/,-,-,"基本情報
住所 〒 150-0044
東京都渋谷区円山町5番5号Navi渋谷V3階
設立年度 2024/7
創業年度 2024/7/17
資本金等 -
代表者 尾﨑暁
URL https://globaloasis.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kDZr5RvnlG,株式会社ＬＩＦＲＥＥ,https://lifree-corp.studio.site/,-,-,"基本情報
住所 〒 150-0043
東京都渋谷区道玄坂1丁目10番8号渋谷道玄坂東急ビル2F-C
設立年度 2024/7
創業年度 2024/7
資本金等 3,000,000円
代表者 木口雄策
URL https://lifree-corp.studio.site/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/gm1yWv8bZo,株式会社デザインノード,https://design-node.co.jp/,-,-,"基本情報
住所 〒 150-0021
東京都渋谷区恵比寿西1丁目33番6号1F
設立年度 2024/7
創業年度 2024/7/17
資本金等 5,000,000円
代表者 川越卓郎
URL https://design-node.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jg1656owY9,株式会社ｌｅｅｗａｙ,http://leeway24.com/,-,-,"基本情報
住所 〒 150-0002
東京都渋谷区渋谷2丁目19-15宮益坂ビルディング609
設立年度 2024/7
資本金等 -
代表者 小嶋祐太
URL http://leeway24.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3MYn7Amg17,株式会社日本ＡＩ総合研究所,https://japan-ai.net/,-,-,"基本情報
住所 〒 150-6139
東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア39F
設立年度 2024/7
資本金等 -
代表者 勇内政和
URL https://japan-ai.net/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/PQ1pxgd01k,株式会社キャラの場,https://www.charanova.com/,-,-,"基本情報
住所 東京都大田区上池台1-7-16-314
設立年度 2024/7
創業年度 2024/8
資本金等 2,000,000円
代表者 太田努
URL https://www.charanova.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/5XY4xpoOYE,株式会社トラス設備,https://torasusetsubi.jp/,-,-,"基本情報
住所 東京都大田区西蒲田 1丁目15-10 伊奈ビル2F
設立年度 2024/7
資本金等 -
代表者 中山真一
URL https://torasusetsubi.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/vx1jLX5pZG,オフビート合同会社,https://off-beat-inc.co.jp/,-,-,"基本情報
住所 〒 170-0014
東京都豊島区池袋4-26-7 ライヴス池袋402号
設立年度 2024/7
創業年度 2024/7/24
資本金等 1,000,000円
代表者 中村元紀
URL https://off-beat-inc.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kVZEjo4gYE,ＮＰＯ法人日本へら鮒釣研究会,http://www.nikken-web.net/,-,-,"基本情報
住所 〒 135-0004
東京都江東区森下1丁目18番7号日修ビル2階
設立年度 2024/7
創業年度 1950/6/15
資本金等 -
代表者 遠藤克己
URL http://www.nikken-web.net/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/yP10b0G0ZM,一般社団法人ワイン・オブ・モルドバ・ジャパン,https://womj.org/,-,-,"基本情報
住所 東京都墨田区押上1丁目33番3号
設立年度 2024/7
創業年度 2024
資本金等 -
代表者 遠藤エレナ
URL https://womj.org/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jVYqomW9lJ,ＯｐｔｉｍＡＩｚｅ　Ｃｏｎｓｕｌｔｉｎｇ株式会社,https://optimaize-consulting.com/,-,-,"基本情報
住所 〒 106-0032
東京都港区六本木4丁目3番11号六本木ユニハウス223
設立年度 2024/7
創業年度 2024/7/23
資本金等 -
代表者 関戸隆
URL https://optimaize-consulting.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0W1wRwJ6YB,セイキョウホールディングス株式会社,https://www.seikyohd.com/,-,-,"基本情報
住所 〒 104-0061
東京都中央区銀座7丁目17番5号銀座永谷タウンプラザ304
設立年度 2024/7
創業年度 2024/7/17
資本金等 1,000,000円
代表者 鈴木孝昌
URL https://www.seikyohd.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/B2ZBvbJGZV,Ｍｅｄｉｃａｌ　Ｆ２Ｆ株式会社,https://medicalf2f.com/,-,-,"基本情報
住所 〒 104-0033
東京都中央区新川1丁目2-12金山ビル8F
設立年度 2024/7
創業年度 2024/7/29
資本金等 1,000,000円
代表者 久松ひろみ
URL https://medicalf2f.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/9oZ3X4RbYq,株式会社モリートハウジング,https://leasebackconsulting.jp/,-,-,"基本情報
住所 〒 103-0027
東京都中央区日本橋2-10-3 エグゼドゥール日本橋202
設立年度 2024/7
資本金等 -
代表者 森寛之
URL https://leasebackconsulting.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/85lWgjAblg,株式会社ｓｔｕｄｉｏ　ＡＳＡＶＩ,https://studio-asavi.com/wp/,-,-,"基本情報
住所 東京都中央区日本橋室町1丁目11番12号日本橋水野ビル7階
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 久野麻人
URL https://studio-asavi.com/wp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/emldoObo1L,ミライジング株式会社,http://www.merising.co.jp/index.html,-,-,"基本情報
住所 〒 103-0005
東京都中央区日本橋久松町9-12 和円ビル6F
設立年度 2024/7
創業年度 2024/7/26
資本金等 5,000,000円
代表者 西田大作
URL http://www.merising.co.jp/index.html
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/bkZRxw7j1B,フリーア合同会社,https://fria.jp/index.html,-,-,"基本情報
住所 〒 103-0004
東京都中央区東日本橋2丁目28番4号日本橋CETビル2階
設立年度 2024/7
創業年度 2024/7/23
資本金等 2,200,000円
代表者 -
URL https://fria.jp/index.html
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jg1656RwY9,染め屋ひよこまめ合同会社,https://mame-tex.com/,-,-,"基本情報
住所 〒 182-0001
東京都調布市緑ケ丘2丁目27-1藤和仙川コープ205
設立年度 2024/7
資本金等 -
代表者 -
URL https://mame-tex.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3MYn7A3g17,ａｎｄ　ｎｏｗ合同会社,https://andnow.crayonsite.com/,-,-,"基本情報
住所 東京都武蔵野市吉祥寺南町5丁目6番25号1F
設立年度 2024/7
資本金等 -
代表者 -
URL https://andnow.crayonsite.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/PQ1pxgK01k,Ｂａｒ　Ｇａｔｅ　Ｍｏｕｓｅ,https://www.gatemouse.com/,-,-,"基本情報
住所 〒 170-0013
東京都豊島区東池袋1丁目39-6 池袋第3KUビル B1
設立年度 2024/7
資本金等 -
代表者 -
URL https://www.gatemouse.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/5XY4xpgOYE,合同会社ＫＡＫＯＭＯ,https://kakomo.net/,-,-,"基本情報
住所 〒 157-0063
東京都世田谷区粕谷2丁目2番1-121号
設立年度 2024/7
資本金等 -
代表者 -
URL https://kakomo.net/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/vx1jLX3pZG,一般社団法人新玄会ミライメディカルクリニック,https://mirai-medical.clinic/,-,-,"基本情報
住所 〒 154-0004
東京都世田谷区太子堂2丁目12番2号T-one世田谷ビル5階
設立年度 2024/7
資本金等 -
代表者 藤﨑敬太
URL https://mirai-medical.clinic/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kVZEjoAgYE,株式会社ＴＯＹｓ,https://toys-inc.co.jp/,-,-,"基本情報
住所 〒 150-0043
東京都渋谷区道玄坂1丁目10番8号渋谷道玄坂東急ビル2F-C
設立年度 2024/7
創業年度 2024/7
資本金等 3,000,000円
代表者 廣田　真
URL https://toys-inc.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/yP10b0k0ZM,合同会社ＡＫＣ,https://akcsatellite.com/,-,-,"基本情報
住所 〒 150-0021
東京都渋谷区恵比寿西二丁目8番4号 EX恵比寿西ビル5階
設立年度 2024/7
創業年度 2024/6/28
資本金等 9,000,000円
代表者 須藤 俊也
URL https://akcsatellite.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/B2lvmozr1V,株式会社岩崎興業,https://www.iwasakikogyo.co.jp/,-,-,"基本情報
住所 〒 133-0061
東京都江戸川区篠崎町6-17-12
設立年度 2024/7
創業年度 2012/9/19
資本金等 3,000,000円
代表者 岩崎 裕馬
URL https://www.iwasakikogyo.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0W1wRwp6YB,株式会社ＳＵＥＨＩＲＯ　ＴＲＡＤＩＮＧ,https://suehirotrd.com/,-,-,"基本情報
住所 〒 111-0032
東京都台東区浅草1丁目13番地5井門浅草すしや通りビルC63
設立年度 2024/7
創業年度 2024/7/22
資本金等 500,000円
代表者 -
URL https://suehirotrd.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/B2ZBvbxGZV,株式会社ファスディ,https://www.unaya.jp/,-,-,"基本情報
住所 東京都荒川区町屋3-21-9
設立年度 2024/7
資本金等 -
代表者 -
URL https://www.unaya.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/9oZ3X4GbYq,株式会社自己肯定感,https://jikokouteikan.co.jp/,-,-,"基本情報
住所 〒 107-0062
東京都港区南青山3丁目1番36号青山丸竹ビル6F
設立年度 2024/7
資本金等 1,000,000円
代表者 内田 琴美
URL https://jikokouteikan.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/emldoO3o1L,弁護士法人ＭＬＰ法律特許事務所,https://www.murashita-lawpatent.com/,-,-,"基本情報
住所 〒 104-0031
東京都中央区京橋3丁目9番6号GM-3ビル3階
設立年度 2024/7
創業年度 2024
資本金等 -
代表者 村下 憲司
URL https://www.murashita-lawpatent.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/bkZRxwNj1B,株式会社ｏｎａｋａｒａ,https://onakara.com/,-,-,"基本情報
住所 〒 101-0064
東京都千代田区神田猿楽町2丁目8-11VORT水道橋III
設立年度 2024/7
創業年度 2024/7/19
資本金等 -
代表者 甲田 大介
URL https://onakara.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kDZr5RbPlG,合同会社ＴｕｂｅｌｅｓｓＷｏｒｋｓ,https://www.tubeless.co.jp/,-,-,"基本情報
住所 〒 171-0031
東京都豊島区目白5丁目3番9-308号
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 角田 一広
URL https://www.tubeless.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/gm1yWvA5Zo,合同会社ＯｕｔｅｒＢｒａｉｎ,https://outerbrain.co.jp/,-,-,"基本情報
住所 〒 165-0026
東京都中野区新井1丁目14-17チョコラータ中野401
設立年度 2024/7
資本金等 -
代表者 林裕人
URL https://outerbrain.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/3MYn7AV717,合同会社ヨビゴエ,https://info-yobigoe.com/,-,-,"基本情報
住所 〒 160-0023
東京都新宿区西新宿3丁目3番13号西新宿水間ビル6F
設立年度 2024/7
創業年度 2024/7/12
資本金等 -
代表者 中舘早紀
URL https://info-yobigoe.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/PQ1pxgL41k,株式会社ｋａｈａｚｕ,https://kahazu.co.jp/,-,-,"基本情報
住所 〒 160-0022
東京都新宿区新宿2丁目12番13号新宿アントレサロンビル2階
設立年度 2024/7
創業年度 2024/7
資本金等 1,000,000円
代表者 -
URL https://kahazu.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/5XY4xpmXYE,株式会社ＳＥ‐ＷＯＲＫＳ,https://se-works.jp/,-,-,"基本情報
住所 〒 160-0022
東京都新宿区新宿2丁目16番8号
設立年度 2024/7
資本金等 -
代表者 小池芳之
URL https://se-works.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/vx1jLXm2ZG,株式会社太興,https://taikyocosme.mods.jp/,-,-,"基本情報
住所 東京都新宿区新宿2丁目1番地7号サンパレス藤川ビル402
設立年度 2024/7
創業年度 2024/7
資本金等 5,000,000円
代表者 石川亮太
URL https://taikyocosme.mods.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/kVZEjoPwYE,Ｃｈａｐｏｓ株式会社,https://fortuneneige.com/,-,-,"基本情報
住所 〒 157-0062
東京都世田谷区南烏山 3-1-12 NKビル3階
設立年度 2024/7
資本金等 -
代表者 -
URL https://fortuneneige.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/yP10b05nZM,ＳＯＤＡ　Ｃｏｎｓｕｌｔｉｎｇ株式会社,https://www.sodaconsulting.co.jp/,-,-,"基本情報
住所 東京都世田谷区代田2丁目7番17号
設立年度 2024/7
創業年度 2024/7/8
資本金等 1,000,000円
代表者 橋本 拓也
URL https://www.sodaconsulting.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/jVYqomQAlJ,Ｂｒｅｍｅｎ　ｃｏｎｓｕｌｔｉｎｇ株式会社,https://hikarimarriage.org/,-,-,"基本情報
住所 〒 150-0043
東京都渋谷区道玄坂1丁目10番8号渋谷道玄坂東急ビル2F-C
設立年度 2024/7
創業年度 2017/12
資本金等 -
代表者 眞野 裕代
URL https://hikarimarriage.org/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/0W1wRwkBYB,黎明株式会社,https://reimei-inc.co.jp/,-,-,"基本情報
住所 〒 150-0013
東京都渋谷区恵比寿1丁目15-9日宝恵比寿ビル403
設立年度 2024/7
創業年度 2024/7
資本金等 -
代表者 木村 仁星
URL https://reimei-inc.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/B2ZBvbKoZV,合同会社朧,https://oboro-media.co.jp/,-,-,"基本情報
住所 〒 150-0002
東京都渋谷区渋谷2丁目19番15号宮益坂ビルディング609
設立年度 2024/7
創業年度 2024/7/17
資本金等 -
代表者 関口惟
URL https://oboro-media.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/9oZ3X4gRYq,一般社団法人空港グランドハンドリング協会,https://agha.jp/,-,-,"基本情報
住所 東京都大田区羽田空港3丁目3番2号
設立年度 2024/7
創業年度 2023/8/25
資本金等 -
代表者 服部 茂
URL https://agha.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/85lWgjn5lg,株式会社ビズル,https://bzr.co.jp/,-,-,"基本情報
住所 東京都江東区亀戸3丁目10番17号
設立年度 2024/7
創業年度 2024/7/17
資本金等 -
代表者 -
URL https://bzr.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/KL1mN5Dply,株式会社ＲａＦ　ＡＩＴ　Ａｇｅｎｃｙ,https://raf-ait-agency.com/,-,-,"基本情報
住所 〒 107-0062
東京都港区南青山3丁目1番36号青山丸竹ビル6階
設立年度 2024/7
資本金等 -
代表者 菅谷優生
URL https://raf-ait-agency.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/O2lgDbA5Zn,株式会社ＫＡＮＡ‐Ｌ　ＡＧＥＮＴ,https://kana-lagent.com/,-,-,"基本情報
住所 〒 107-0052
東京都港区赤坂6丁目9番17号赤坂メープルヒル4階
設立年度 2024/7
資本金等 10,000,000円
代表者 才津博明
URL https://kana-lagent.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/XJ1Gpk3XlQ,株式会社知的創造サイクルラボ,https://www.iccl.tokyo/,-,-,"基本情報
住所 東京都港区元赤坂1丁目2番7号
設立年度 2024/7
創業年度 2024/7/22
資本金等 10,000,000円
代表者 小川—
URL https://www.iccl.tokyo/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/bdlAqQyElv,Ｓｔｒｉｄｅｒ　Ｔｅｃｈｎｏｌｏｇｉｅｓ，　Ｉｎｃ．,https://www.striderintel.com/,-,-,"基本情報
住所 東京都港区元麻布3丁目1番6号
設立年度 2024/7
創業年度 2019
資本金等 -
代表者 GregLevesque
URL https://www.striderintel.com/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/qJ15knRvZP,株式会社ＴＶｅｒ　ＤＡＴＡ　ＭＡＲＫＥＴＩＮＧ,https://tver-data.co.jp/,-,-,"基本情報
住所 〒 105-0001
東京都港区虎ノ門1-10-5 KDX虎ノ門一丁目ビル 5F
設立年度 2024/7
創業年度 2024/7/1
資本金等 400,000,000円
代表者 瓜生健
URL https://tver-data.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
https://biz-maps.com/item/WBlxdq5Wl8,株式会社アクセントエース,https://accentace.co.jp/,-,-,"基本情報
住所 〒 104-0061
東京都中央区銀座7丁目13番20号銀座THビル9階
設立年度 2024/7
創業年度 2024/7/17
資本金等 -
代表者 -
URL https://accentace.co.jp/
お問い合わせURL
AIスコア
売上
-
従業員数
-
経営者の年齢
事業所数
店舗数
工場数
決算月"
